Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-05-15 00:00:00+07:00,1920.8938982019472,1940.1028371839666,1892.080489728918,1911.2894287109375,52156000,0.0,0.0
2023-05-16 00:00:00+07:00,1911.2893828571146,1920.893852117703,1877.6737404450548,1892.0804443359375,46780700,0.0,0.0
2023-05-17 00:00:00+07:00,1882.4760174418604,1887.2782521802326,1839.2559047965117,1858.46484375,57535100,0.0,0.0
2023-05-19 00:00:00+07:00,1858.4648887068415,1892.0805326886189,1844.0581841432227,1877.673828125,45974800,0.0,0.0
2023-05-22 00:00:00+07:00,1882.4760289143042,1911.2894375201352,1858.4648550761115,1863.26708984375,51978000,0.0,0.0
2023-05-23 00:00:00+07:00,1863.2671011407456,1892.0805099212726,1863.2671011407456,1868.0693359375,50066400,0.0,0.0
2023-05-24 00:00:00+07:00,1872.87158203125,1882.4760516826923,1868.0693472055289,1872.87158203125,25578300,0.0,0.0
2023-05-25 00:00:00+07:00,1872.8715707342544,1887.278275124518,1863.2671011407456,1868.0693359375,30649800,0.0,0.0
2023-05-26 00:00:00+07:00,1868.069278717041,1872.8715133666992,1844.05810546875,1844.05810546875,35480500,0.0,0.0
2023-05-29 00:00:00+07:00,1844.0581395348838,1858.46484375,1829.6514353197674,1858.46484375,33236600,0.0,0.0
2023-05-30 00:00:00+07:00,1858.4648550761115,1882.4760289143042,1853.662620308473,1863.26708984375,20104800,0.0,0.0
2023-05-31 00:00:00+07:00,1863.2671104572064,1868.0693452779724,1820.0469970703125,1820.0469970703125,112564800,0.0,0.0
2023-06-05 00:00:00+07:00,1829.651405199268,1916.0916290669502,1829.651405199268,1896.8826904296875,65371800,0.0,0.0
2023-06-06 00:00:00+07:00,1906.487238793824,1949.7073525196286,1906.487238793824,1930.4984130859375,49988100,0.0,0.0
2023-06-07 00:00:00+07:00,1930.498435445351,1949.7073751015237,1911.2894957891785,1940.1029052734375,33846900,0.0,0.0
2023-06-08 00:00:00+07:00,1959.311764503306,1959.311764503306,1906.4871826171875,1906.4871826171875,36123800,0.0,0.0
2023-06-09 00:00:00+07:00,1906.4871597483188,1916.0916290669502,1892.0804557703718,1896.8826904296875,24991800,0.0,0.0
2023-06-12 00:00:00+07:00,1901.6849704828478,1920.893909578634,1896.8827357089012,1916.0916748046875,23090500,0.0,0.0
2023-06-13 00:00:00+07:00,1916.0917085106694,1940.1028828027831,1901.6850039354013,1930.4984130859375,27907100,0.0,0.0
2023-06-14 00:00:00+07:00,1959.3117447275247,1968.9162140644241,1930.4983367168256,1949.707275390625,54535600,0.0,0.0
2023-06-15 00:00:00+07:00,1959.311767578125,1968.9162370270374,1930.498359231388,1959.311767578125,44386500,0.0,0.0
2023-06-16 00:00:00+07:00,1978.520751953125,1978.520751953125,1940.1028732744235,1978.520751953125,34334100,0.0,0.0
2023-06-19 00:00:00+07:00,1978.5206834013238,1978.5206834013238,1940.1028060537253,1949.707275390625,11742200,0.0,0.0
2023-06-20 00:00:00+07:00,1949.7073751015237,1959.31184492961,1930.498435445351,1940.1029052734375,16397800,0.0,0.0
2023-06-21 00:00:00+07:00,1930.4984130859375,1949.7073525196286,1920.893943369092,1930.4984130859375,19148800,0.0,0.0
2023-06-22 00:00:00+07:00,1930.4984130859375,1978.5207616701648,1930.4984130859375,1930.4984130859375,40103700,0.0,0.0
2023-06-23 00:00:00+07:00,1940.1028828027831,1949.7073525196286,1920.893943369092,1930.4984130859375,30401200,0.0,0.0
2023-06-26 00:00:00+07:00,1950.0,1975.0,1935.0,1950.0,42017600,79.5016,0.0
2023-06-27 00:00:00+07:00,1955.0,1965.0,1950.0,1950.0,18194100,0.0,0.0
2023-07-03 00:00:00+07:00,1955.0,1990.0,1955.0,1965.0,20374900,0.0,0.0
2023-07-04 00:00:00+07:00,1970.0,1980.0,1960.0,1970.0,16313500,0.0,0.0
2023-07-05 00:00:00+07:00,1970.0,1990.0,1960.0,1985.0,35622000,0.0,0.0
2023-07-06 00:00:00+07:00,1995.0,2050.0,1990.0,2020.0,88546800,0.0,0.0
2023-07-07 00:00:00+07:00,2020.0,2020.0,1975.0,1975.0,40420700,0.0,0.0
2023-07-10 00:00:00+07:00,1985.0,1995.0,1980.0,1980.0,14134300,0.0,0.0
2023-07-11 00:00:00+07:00,1985.0,2000.0,1980.0,2000.0,19295300,0.0,0.0
2023-07-12 00:00:00+07:00,2010.0,2010.0,1990.0,1990.0,21168800,0.0,0.0
2023-07-13 00:00:00+07:00,2010.0,2030.0,1990.0,1990.0,36336200,0.0,0.0
2023-07-14 00:00:00+07:00,1995.0,2020.0,1995.0,2000.0,21060000,0.0,0.0
2023-07-17 00:00:00+07:00,2010.0,2020.0,1990.0,1990.0,21903600,0.0,0.0
2023-07-18 00:00:00+07:00,2000.0,2010.0,1975.0,1990.0,25067900,0.0,0.0
2023-07-20 00:00:00+07:00,2000.0,2010.0,1980.0,1990.0,31137300,0.0,0.0
2023-07-21 00:00:00+07:00,2000.0,2000.0,1975.0,1975.0,30200700,0.0,0.0
2023-07-24 00:00:00+07:00,1975.0,1990.0,1975.0,1975.0,19326300,0.0,0.0
2023-07-25 00:00:00+07:00,1985.0,2000.0,1975.0,1975.0,25532000,0.0,0.0
2023-07-26 00:00:00+07:00,1995.0,2010.0,1980.0,1985.0,35649600,0.0,0.0
2023-07-27 00:00:00+07:00,1985.0,1990.0,1970.0,1970.0,21145100,0.0,0.0
2023-07-28 00:00:00+07:00,1970.0,1975.0,1955.0,1960.0,36810200,0.0,0.0
2023-07-31 00:00:00+07:00,1965.0,1990.0,1960.0,1985.0,33449700,0.0,0.0
2023-08-01 00:00:00+07:00,2000.0,2060.0,1990.0,2040.0,136288500,0.0,0.0
2023-08-02 00:00:00+07:00,2050.0,2050.0,1990.0,2010.0,78406600,0.0,0.0
2023-08-03 00:00:00+07:00,2000.0,2020.0,1990.0,2010.0,38816800,0.0,0.0
2023-08-04 00:00:00+07:00,2010.0,2040.0,2000.0,2020.0,40798600,0.0,0.0
2023-08-07 00:00:00+07:00,2030.0,2050.0,2020.0,2040.0,41290300,0.0,0.0
2023-08-08 00:00:00+07:00,2050.0,2050.0,2000.0,2010.0,22252100,0.0,0.0
2023-08-09 00:00:00+07:00,2010.0,2020.0,1990.0,2010.0,28570200,0.0,0.0
2023-08-10 00:00:00+07:00,2000.0,2020.0,1990.0,1990.0,25992700,0.0,0.0
2023-08-11 00:00:00+07:00,1995.0,2000.0,1980.0,1990.0,24628600,0.0,0.0
2023-08-14 00:00:00+07:00,1990.0,2000.0,1970.0,2000.0,28640500,0.0,0.0
2023-08-15 00:00:00+07:00,1995.0,2000.0,1985.0,1990.0,23413100,0.0,0.0
2023-08-16 00:00:00+07:00,1985.0,1990.0,1960.0,1960.0,62356300,0.0,0.0
2023-08-18 00:00:00+07:00,1960.0,1970.0,1945.0,1950.0,42360900,0.0,0.0
2023-08-21 00:00:00+07:00,1950.0,1965.0,1950.0,1950.0,18371900,0.0,0.0
2023-08-22 00:00:00+07:00,1950.0,1960.0,1935.0,1945.0,36188400,0.0,0.0
2023-08-23 00:00:00+07:00,1950.0,1965.0,1950.0,1955.0,35653600,0.0,0.0
2023-08-24 00:00:00+07:00,1975.0,2020.0,1975.0,1995.0,81402400,0.0,0.0
2023-08-25 00:00:00+07:00,1995.0,2010.0,1980.0,1990.0,34868200,0.0,0.0
2023-08-28 00:00:00+07:00,1995.0,2010.0,1980.0,1995.0,20521600,0.0,0.0
2023-08-29 00:00:00+07:00,1995.0,2000.0,1980.0,1995.0,23010600,0.0,0.0
2023-08-30 00:00:00+07:00,2010.0,2010.0,1995.0,1995.0,31964100,0.0,0.0
2023-08-31 00:00:00+07:00,1995.0,2010.0,1975.0,1990.0,34775700,0.0,0.0
2023-09-01 00:00:00+07:00,1925.0,1970.0,1925.0,1955.0,89347300,0.0,0.0
2023-09-04 00:00:00+07:00,1975.0,1980.0,1950.0,1950.0,50595200,0.0,0.0
2023-09-05 00:00:00+07:00,1950.0,1970.0,1945.0,1950.0,30663500,0.0,0.0
2023-09-06 00:00:00+07:00,1950.0,1965.0,1945.0,1945.0,46818400,0.0,0.0
2023-09-07 00:00:00+07:00,1945.0,1955.0,1940.0,1955.0,29131200,0.0,0.0
2023-09-08 00:00:00+07:00,1955.0,1960.0,1940.0,1945.0,28062400,0.0,0.0
2023-09-11 00:00:00+07:00,1945.0,1955.0,1930.0,1955.0,28507500,0.0,0.0
2023-09-12 00:00:00+07:00,1960.0,1960.0,1940.0,1945.0,19270100,0.0,0.0
2023-09-13 00:00:00+07:00,1950.0,1950.0,1910.0,1915.0,42991700,0.0,0.0
2023-09-14 00:00:00+07:00,1920.0,1935.0,1895.0,1900.0,53126700,0.0,0.0
2023-09-15 00:00:00+07:00,1900.0,1920.0,1895.0,1900.0,46983300,0.0,0.0
2023-09-18 00:00:00+07:00,1900.0,1910.0,1845.0,1845.0,55122100,0.0,0.0
2023-09-19 00:00:00+07:00,1835.0,1870.0,1815.0,1840.0,50949200,0.0,0.0
2023-09-20 00:00:00+07:00,1845.0,1875.0,1845.0,1860.0,30863900,0.0,0.0
2023-09-21 00:00:00+07:00,1860.0,1875.0,1830.0,1835.0,39716700,0.0,0.0
2023-09-22 00:00:00+07:00,1835.0,1865.0,1835.0,1850.0,20902800,0.0,0.0
2023-09-25 00:00:00+07:00,1855.0,1865.0,1845.0,1850.0,15640300,0.0,0.0
2023-09-26 00:00:00+07:00,1850.0,1855.0,1830.0,1840.0,23825200,0.0,0.0
2023-09-27 00:00:00+07:00,1840.0,1845.0,1820.0,1820.0,17418400,0.0,0.0
2023-09-29 00:00:00+07:00,1820.0,1830.0,1815.0,1815.0,23052100,0.0,0.0
2023-10-02 00:00:00+07:00,1815.0,1825.0,1800.0,1805.0,25415600,0.0,0.0
2023-10-03 00:00:00+07:00,1805.0,1810.0,1765.0,1765.0,42107800,0.0,0.0
2023-10-04 00:00:00+07:00,1780.0,1780.0,1735.0,1740.0,34753800,0.0,0.0
2023-10-05 00:00:00+07:00,1745.0,1760.0,1705.0,1705.0,44516900,0.0,0.0
2023-10-06 00:00:00+07:00,1705.0,1740.0,1705.0,1715.0,33650000,0.0,0.0
2023-10-09 00:00:00+07:00,1735.0,1835.0,1735.0,1810.0,63728500,0.0,0.0
2023-10-10 00:00:00+07:00,1830.0,1860.0,1815.0,1815.0,36959900,0.0,0.0
2023-10-11 00:00:00+07:00,1825.0,1850.0,1815.0,1815.0,27092400,0.0,0.0
2023-10-12 00:00:00+07:00,1825.0,1835.0,1775.0,1775.0,41983500,0.0,0.0
2023-10-13 00:00:00+07:00,1775.0,1775.0,1750.0,1755.0,32334300,0.0,0.0
2023-10-16 00:00:00+07:00,1785.0,1820.0,1785.0,1805.0,47543000,0.0,0.0
2023-10-17 00:00:00+07:00,1810.0,1820.0,1790.0,1810.0,22543800,0.0,0.0
2023-10-18 00:00:00+07:00,1815.0,1850.0,1815.0,1850.0,28110900,0.0,0.0
2023-10-19 00:00:00+07:00,1850.0,1850.0,1795.0,1815.0,32542000,0.0,0.0
2023-10-20 00:00:00+07:00,1825.0,1845.0,1805.0,1825.0,17059500,0.0,0.0
2023-10-23 00:00:00+07:00,1825.0,1825.0,1745.0,1750.0,37513800,0.0,0.0
2023-10-24 00:00:00+07:00,1745.0,1780.0,1735.0,1765.0,18292500,0.0,0.0
2023-10-25 00:00:00+07:00,1770.0,1780.0,1730.0,1730.0,30552900,0.0,0.0
