Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-05-14 00:00:00+07:00,495.23344821374394,513.9215028633192,476.5453935641687,481.2174072265625,81959800,0.0,0.0
2020-05-15 00:00:00+07:00,490.5613869887132,495.2334001981295,471.87333415104797,485.8893737792969,67020800,0.0,0.0
2020-05-18 00:00:00+07:00,490.5614013671875,499.9054280598959,485.88938802083334,490.5614013671875,46702500,0.0,0.0
2020-05-19 00:00:00+07:00,499.9054280598959,509.2494547526042,490.5614013671875,490.5614013671875,61033100,0.0,0.0
2020-05-20 00:00:00+07:00,495.2334001981295,499.90541340754584,476.5453473604643,485.8893737792969,41916400,0.0,0.0
2020-05-26 00:00:00+07:00,495.23345947265625,495.23345947265625,481.21741816682635,495.23345947265625,32358800,0.0,0.0
2020-05-27 00:00:00+07:00,495.2334001981295,499.90541340754584,481.2173605698806,485.8893737792969,43519100,0.0,0.0
2020-05-28 00:00:00+07:00,485.88938802083334,504.57744140625005,481.2173746744792,490.5614013671875,71853100,0.0,0.0
2020-05-29 00:00:00+07:00,490.5614293178665,499.90545654296875,485.8894157053154,499.90545654296875,58928900,0.0,0.0
2020-06-02 00:00:00+07:00,504.57746516047297,532.609546558277,499.9054515941723,518.593505859375,137754600,0.0,0.0
2020-06-03 00:00:00+07:00,527.9375329919764,541.9535736908783,509.24947872677365,518.593505859375,147855500,0.0,0.0
2020-06-04 00:00:00+07:00,527.9374839381168,551.2975495990954,513.9214445415296,532.6094970703125,214067000,0.0,0.0
2020-06-05 00:00:00+07:00,537.2815665552172,560.6416346663136,537.2815665552172,551.297607421875,187740200,0.0,0.0
2020-06-08 00:00:00+07:00,555.9696112738716,602.6897466750372,555.9696112738716,588.6737060546875,246393600,0.0,0.0
2020-06-09 00:00:00+07:00,598.0177382172132,607.3617653768571,565.3136431584593,569.9856567382812,137515700,0.0,0.0
2020-06-10 00:00:00+07:00,574.6575953379398,579.329608308167,541.9535045463498,555.9695434570312,78090100,0.0,0.0
2020-06-11 00:00:00+07:00,560.6416689116379,565.3136828192349,532.609585466056,541.95361328125,73061000,0.0,0.0
2020-06-12 00:00:00+07:00,523.2655576508621,541.95361328125,509.24951592807116,541.95361328125,58198800,0.0,0.0
2020-06-15 00:00:00+07:00,546.6256162930379,555.9696439219787,523.2655472206858,527.9375610351562,44814200,0.0,0.0
2020-06-16 00:00:00+07:00,537.2815616795274,569.9856567382812,532.6095480997054,569.9856567382812,110517900,0.0,0.0
2020-06-17 00:00:00+07:00,579.3297224870817,602.6897919422059,565.3136808140071,593.3457641601562,195616600,0.0,0.0
2020-06-18 00:00:00+07:00,584.0016641924458,598.0177041330645,579.3296508789062,579.3296508789062,88492800,0.0,0.0
2020-06-19 00:00:00+07:00,584.0016974777471,588.6737110575692,565.3136431584593,569.9856567382812,59835400,0.0,0.0
